season,category,source_table,team,home_games,home_attendance,home_average,road_games,road_attendance,road_average
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Atlanta Hawks,3,54900,18300,3,59436,19812
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Boston Celtics,4,76624,19156,3,59238,19746
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Cleveland Cavaliers,9,174888,19432,9,179391,19932
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Denver Nuggets,3,59395,19798,3,56934,18978
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Detroit Pistons,8,160496,20062,6,115387,19231
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Houston Rockets,3,54165,18055,3,57171,19057
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Los Angeles Lakers,5,95285,19057,5,90571,18114
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Minnesota Timberwolves,6,113868,18978,6,116752,19459
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,New York Knicks,9,178308,19812,10,190089,19009
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Oklahoma City Thunder,8,145624,18203,7,129761,18537
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Orlando Magic,3,57091,19030,4,80248,20062
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Philadelphia 76ers,5,98730,19746,6,116248,19375
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Phoenix Suns,2,34142,17071,2,36406,18203
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Portland Trail Blazers,2,40155,20078,3,57773,19258
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,San Antonio Spurs,12,229468,19122,11,209525,19048
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,Toronto Raptors,3,59519,19840,4,77728,19432
2026,Playoffs,2026 NBA PLAYOFFS GAME ATTENDANCE,TOTALS,85,1632658,19208,85,1632658,19208
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Atlanta Hawks,41,670581,16356,41,733755,17896
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Boston Celtics,41,785396,19156,41,753964,18389
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Brooklyn Nets,41,713896,17412,41,747699,18237
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Charlotte Hornets,41,767319,18715,41,750488,18305
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Chicago Bulls,41,829997,20244,41,739108,18027
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Cleveland Cavaliers,41,796712,19432,41,737697,17993
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Dallas Mavericks,41,790821,19288,40,716407,17910
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Denver Nuggets,41,812868,19826,41,732952,17877
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Detroit Pistons,40,786037,19651,41,755451,18426
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Golden State Warriors,41,740624,18064,41,754762,18409
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Houston Rockets,41,740378,18058,41,743224,18127
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Indiana Pacers,41,682287,16641,41,740832,18069
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Los Angeles Clippers,41,722504,17622,41,736938,17974
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Los Angeles Lakers,41,773047,18855,41,760388,18546
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Memphis Grizzlies,40,613576,15339,40,718179,17954
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Miami Heat,41,808063,19709,41,744282,18153
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Milwaukee Bucks,41,682644,16650,41,742292,18105
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Minnesota Timberwolves,41,732465,17865,41,739096,18027
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,New Orleans Pelicans,41,675507,16476,41,734754,17921
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,New York Knicks,40,792480,19812,41,750177,18297
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Oklahoma City Thunder,41,746323,18203,40,725956,18149
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Orlando Magic,40,738471,18462,39,717609,18400
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Philadelphia 76ers,41,778871,18997,41,746578,18209
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Phoenix Suns,41,699911,17071,41,730809,17825
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Portland Trail Blazers,41,718863,17533,41,728157,17760
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Sacramento Kings,41,661735,16140,41,729601,17795
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,San Antonio Spurs,40,743129,18578,41,752912,18364
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Toronto Raptors,41,772141,18833,41,745928,18193
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Utah Jazz,41,745626,18186,41,734857,17923
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,Washington Wizards,41,660376,16107,41,737796,17995
2025-26,Regular Season,FINAL 2025-26 NBA REGULAR SEASON GAME ATTENDANCE,TOTALS,1225,22182648,18108,1225,22182648,18108
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Boston Celtics,6,114936,19156,5,97476,19495
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Cleveland Cavaliers,5,97160,19432,4,73748,18437
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Denver Nuggets,7,139948,19993,7,126593,18085
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Detroit Pistons,3,60186,20062,3,59436,19812
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Golden State Warriors,5,90320,18064,7,129816,18545
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Houston Rockets,4,72220,18055,3,54192,18064
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Indiana Pacers,11,190014,17274,12,226341,18862
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Los Angeles Clippers,3,53781,17927,4,79962,19991
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Los Angeles Lakers,3,56991,18997,2,38601,19301
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Memphis Grizzlies,2,33516,16758,2,36406,18203
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Miami Heat,2,39200,19600,2,38864,19432
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Milwaukee Bucks,2,35797,17899,3,51822,17274
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Minnesota Timberwolves,7,134559,19223,8,147728,18466
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,New York Knickerbockers,9,178308,19812,9,169476,18831
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Oklahoma City Thunder,13,236639,18203,10,183686,18369
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,Orlando Magic,2,38040,19020,3,57468,19156
2025,Playoffs,FINAL 2025 NBA PLAYOFFS ATTENDANCE,TOTALS,84,1571615,18710,84,1571615,18710
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Atlanta Hawks,40,657613,16440,41,742608,18112
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Boston Celtics,41,785396,19156,41,759359,18521
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Brooklyn Nets,41,713304,17398,41,739772,18043
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Charlotte Hornets,41,703935,17169,41,750877,18314
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Chicago Bulls,41,825659,20138,41,747324,18227
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Cleveland Cavaliers,41,796712,19432,41,756117,18442
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Dallas Mavericks,40,803174,20079,42,759109,18074
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Denver Nuggets,41,811211,19786,41,741843,18094
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Detroit Pistons,41,781929,19071,41,738664,18016
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Golden State Warriors,41,740624,18064,41,761128,18564
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Houston Rockets,41,716853,17484,40,720301,18008
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Indiana Pacers,40,669499,16737,40,712613,17815
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Los Angeles Clippers,41,679220,16566,41,746326,18203
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Los Angeles Lakers,41,767626,18723,41,770647,18796
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Memphis Grizzlies,41,683067,16660,41,743396,18132
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Miami Heat,41,808337,19716,40,725899,18147
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Milwaukee Bucks,41,714901,17437,40,734310,18358
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Minnesota Timberwolves,41,772249,18835,41,744788,18166
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,New Orleans Pelicans,41,689400,16815,41,736093,17953
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,New York Knickerbockers,41,811794,19800,41,757088,18466
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Oklahoma City Thunder,41,736895,17973,40,730217,18255
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Orlando Magic,41,762121,18588,41,738221,18005
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Philadelphia 76ers,41,813621,19844,41,732808,17873
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Phoenix Suns,41,699911,17071,41,742767,18116
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Portland Trail Blazers,41,719369,17546,41,730070,17807
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Sacramento Kings,41,696409,16986,41,735306,17934
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,San Antonio Spurs,40,715765,17894,40,727613,18190
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Toronto Raptors,41,768573,18746,41,739242,18030
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Utah Jazz,41,745175,18175,41,725614,17698
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,Washington Wizards,40,643363,16084,41,743585,18136
2024-20,Regular Season,FINAL 2024-2025 NBA REGULAR SEASON GAME ATTENDANCE,TOTALS,1225,22233705,18150,1225,22233705,18150
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Atlanta Hawks,41,696418,16986,41,736876,17973
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Boston Celtics,41,727928,17754,41,768463,18743
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Brooklyn Nets,41,720291,17568,41,744434,18157
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Charlotte Hornets,41,674400,16449,41,749008,18268
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Chicago Bulls,41,845620,20625,41,753539,18379
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Cleveland Cavaliers,41,793167,19346,41,753526,18379
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Dallas Mavericks,41,828897,20217,41,750298,18300
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Denver Nuggets,41,807062,19684,41,746681,18212
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Detroit Pistons,40,726378,18159,42,769313,18317
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Golden State Warriors,41,740624,18064,41,767520,18720
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Houston Rockets,41,720045,17562,41,744998,18171
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Indiana Pacers,41,677554,16526,41,753598,18380
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Los Angeles Clippers,41,776782,18946,41,755688,18431
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Los Angeles Lakers,42,793945,18903,40,746940,18674
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Memphis Grizzlies,41,681875,16631,41,745472,18182
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Miami Heat,41,809743,19750,41,754080,18392
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Milwaukee Bucks,42,740885,17640,40,746566,18664
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Minnesota Timberwolves,41,738984,18024,41,745608,18186
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,New Orleans Pelicans,40,692054,17301,42,764108,18193
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,New York Knickerbockers,41,808885,19729,41,763424,18620
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Oklahoma City Thunder,41,715509,17451,41,754579,18404
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Orlando Magic,41,773939,18877,41,742331,18106
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Philadelphia 76ers,41,821714,20042,41,754223,18396
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Phoenix Suns,41,699911,17071,41,761873,18582
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Portland Trail Blazers,41,751395,18327,41,718320,17520
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Sacramento Kings,41,735015,17927,41,715627,17454
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,San Antonio Spurs,41,742522,18110,41,753831,18386
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Toronto Raptors,41,800129,19515,41,737743,17994
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Utah Jazz,41,728240,17762,41,737445,17986
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,Washington Wizards,41,692851,16899,41,726650,17723
2023-20,Regular Season,FINAL 2023-2024 NBA REGULAR SEASON GAME ATTENDANCE,TOTALS,1230,22462762,18262,1230,22462762,18262
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Atlanta Hawks,41,719787,17556,41,740177,18053
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Boston Celtics,41,785396,19156,41,772066,18831
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Brooklyn Nets,41,724439,17669,41,750800,18312
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Charlotte Hornets,41,702052,17123,41,739344,18033
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Chicago Bulls,41,841632,20528,41,747996,18244
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Cleveland Cavaliers,41,796712,19432,41,741821,18093
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Dallas Mavericks,41,827282,20178,41,743677,18138
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Denver Nuggets,41,788635,19235,41,722748,17628
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Detroit Pistons,41,759715,18530,41,732509,17866
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Golden State Warriors,41,740624,18064,41,807969,19707
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Houston Rockets,41,668865,16314,41,724777,17677
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Indiana Pacers,41,641562,15648,41,733937,17901
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Los Angeles Clippers,41,720543,17574,41,722652,17626
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Los Angeles Lakers,41,763168,18614,41,769874,18777
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Memphis Grizzlies,41,707836,17264,41,744666,18163
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Miami Heat,41,807190,19688,41,753129,18369
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Milwaukee Bucks,41,718786,17531,41,750138,18296
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Minnesota Timberwolves,41,687510,16769,41,717468,17499
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,New Orleans Pelicans,41,687691,16773,41,738885,18022
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,New York Knickerbockers,41,795110,19393,41,757168,18468
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Oklahoma City Thunder,41,636903,15534,41,737091,17978
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Orlando Magic,41,728405,17766,41,739973,18048
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Philadelphia 76ers,41,839261,20470,41,734346,17911
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Phoenix Suns,41,699911,17071,41,750057,18294
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Portland Trail Blazers,41,767374,18716,41,729667,17797
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,Sacramento Kings,41,715491,17451,41,718899,17534
2022-23,Regular Season,FINAL 2022-23 NBA REGULAR SEASON GAME ATTENDANCE,San Antonio Spurs,41,694434,16937,41,723645,17650
